faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF SPANISH LANGUAGE AND LINGUISTICS,bachelor-of-spanish-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF SPANISH LANGUAGE AND LINGUISTICS,bachelor-of-spanish-language-and-linguistics,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF SPANISH LANGUAGE AND LINGUISTICS,bachelor-of-spanish-language-and-linguistics,Localization Specialist,27-3091.00,Interpreters and Translators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Italian Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Interpreter,27-3091.00,Interpreters and Translators,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Editor,27-3041.00,Editors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Copywriter,27-3043.00,Writers and Authors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Subtitle Translator,27-3091.00,Interpreters and Translators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Public Relations Executive,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Language Consultant,,,unmapped,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Publishing Assistant,27-3041.00,Editors,gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Cultural Advisor,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.8
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,International Relations Officer,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Embassy Staff,,,unmapped,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Education Officer,25-9031.00,Instructional Coordinators,gemini,0.85
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Customer Service Executive,43-4051.00,Customer Service Representatives,gemini,0.95
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Voice-Over Artist,27-2011.00,Actors,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Transcriptionist,31-9094.00,Medical Transcriptionists,curated,
FACULTY OF LANGUAGES AND LINGUISTICS,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,bachelor-of-italian-language-and-linguistics,Localization Specialist,27-3091.00,Interpreters and Translators,gemini,0.85
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Advocate and Solicitor,23-1011.00,Lawyers,gemini,0.98
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Legal Consultant,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Corporate Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Criminal Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Family Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Employment Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Intellectual Property Lawyer,23-1011.00,Lawyers,gemini,0.98
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Real Estate Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Environmental Lawyer,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,International Lawyer,23-1011.00,Lawyers,gemini,0.98
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Academic/Legal Educator,25-1112.00,"Law Teachers, Postsecondary",gemini,0.9
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Government Legal Advisor,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Compliance Officer,13-1041.00,Compliance Officers,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Legal Analyst,23-2011.00,Paralegals and Legal Assistants,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Mediator/Arbitrator,23-1022.00,"Arbitrators, Mediators, and Conciliators",curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Human Rights Advocate,21-1099.00,"Community and Social Service Specialists, All Other",gemini,0.8
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Public Policy Advisor,19-3094.00,Political Scientists,gemini,0.9
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Researcher in Law,23-2099.00,"Legal Support Workers, All Other",gemini,0.85
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,In-house Counsel,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Regulatory Affairs Specialist,13-1041.07,Regulatory Affairs Specialists,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Legal Editor/Writer,27-3041.00,Editors,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Non-Governmental Organization (NGO) Legal Advisor,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Insurance Claims Adjuster,13-1031.00,"Claims Adjusters, Examiners, and Investigators",gemini,0.98
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Land and Property Surveyor,17-1022.00,Surveyors,gemini,0.95
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Tax Consultant,13-2082.00,Tax Preparers,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Contract Manager,11-9199.00,"Managers, All Other",gemini,0.8
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Law Clerk,23-1012.00,Judicial Law Clerks,curated,
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Judicial Officer,23-1023.00,"Judges, Magistrate Judges, and Magistrates",gemini,0.9
FACULTY OF LAW,BACHELOR OF LAWS,Bachelor-of-laws,Community Legal Services Provider,23-2011.00,Paralegals and Legal Assistants,gemini,0.75
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Lawyer,23-1011.00,Lawyers,curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legal Advisor,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Corporate Counsel,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Judge,23-1023.00,"Judges, Magistrate Judges, and Magistrates",curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Prosecutor,23-1011.00,Lawyers,curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legal Executive,23-2011.00,Paralegals and Legal Assistants,gemini,0.9
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legal Officer,23-1011.00,Lawyers,gemini,0.9
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legal Researcher,23-2011.00,Paralegals and Legal Assistants,gemini,0.85
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Notary Public,23-2099.00,"Legal Support Workers, All Other",gemini,0.7
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Contract Specialist,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",gemini,0.9
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Human Rights Advocate,21-1099.00,"Community and Social Service Specialists, All Other",gemini,0.8
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Compliance Officer,13-1041.00,Compliance Officers,curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legal Consultant,23-1011.00,Lawyers,gemini,0.95
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Policy Advisor,19-3094.00,Political Scientists,gemini,0.8
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Arbitrator,23-1022.00,"Arbitrators, Mediators, and Conciliators",curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Mediator,23-1022.00,"Arbitrators, Mediators, and Conciliators",curated,
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Legislative Drafter,23-1011.00,Lawyers,gemini,0.9
FACULTY OF LAW,BACHELOR OF JURISPRUDENCE,bachelor-of-jurisprudence,Diplomat,,,unmapped,0.85
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,General Practitioner,29-1215.00,Family Medicine Physicians,gemini,0.9
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Surgeon,29-1249.00,"Surgeons, All Other",gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Pediatrician,29-1221.00,"Pediatricians, General",gemini,1.0
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Obstetrician and Gynecologist,29-1218.00,Obstetricians and Gynecologists,gemini,1.0
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Psychiatrist,29-1223.00,Psychiatrists,curated,
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Medical Officer,29-1229.00,"Physicians, All Other",gemini,0.85
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Anesthesiologist,29-1211.00,Anesthesiologists,curated,
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Emergency Medicine Doctor,29-1214.00,Emergency Medicine Physicians,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Public Health Specialist,21-1091.00,Health Education Specialists,gemini,0.85
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Medical Lecturer,25-1071.00,"Health Specialties Teachers, Postsecondary",gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Pathologist,29-1222.00,"Physicians, Pathologists",curated,
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Radiologist,29-1224.00,Radiologists,curated,
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Family Medicine Specialist,29-1215.00,Family Medicine Physicians,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Medical Researcher,19-1042.00,"Medical Scientists, Except Epidemiologists",curated,
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Hospital Administrator,11-9111.00,Medical and Health Services Managers,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Occupational Health Doctor,29-1229.05,Preventive Medicine Physicians,gemini,0.9
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Forensic Medical Officer,29-1222.00,"Physicians, Pathologists",gemini,0.9
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Medical Consultant,29-1229.00,"Physicians, All Other",gemini,0.85
FACULTY OF MEDICINE,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,Bachelor-of-Medicine-and-Bachelor-of-Surgery,Clinical Epidemiologist,19-1041.00,Epidemiologists,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Biomedical Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists",gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Laboratory Technologist,29-2011.00,Medical and Clinical Laboratory Technologists,gemini,0.8
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Clinical Research Associate,11-9121.01,Clinical Research Coordinators,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Medical Laboratory Scientist,29-2011.00,Medical and Clinical Laboratory Technologists,gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Research Assistant,19-4061.00,Social Science Research Assistants,gemini,0.7
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Medical Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",gemini,0.95
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Forensic Scientist,19-4092.00,Forensic Science Technicians,curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Pharmaceutical Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists",gemini,0.9
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Toxicologist,19-1042.00,"Medical Scientists, Except Epidemiologists",curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Microbiologist,19-1022.00,Microbiologists,curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Genetic Technologist,29-2011.01,Cytogenetic Technologists,gemini,0.9
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Quality Control Analyst,19-4099.01,Quality Control Analysts,curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Biotech Product Specialist,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",gemini,0.85
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Public Health Officer,29-1229.05,Preventive Medicine Physicians,curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Medical Science Liaison,29-9092.00,Genetic Counselors,curated,
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Science Communicator,27-3042.00,Technical Writers,gemini,0.8
FACULTY OF MEDICINE,BACHELOR OF BIOMEDICAL SCIENCE,Bachelor-of-Biomedical-Science,Regulatory Affairs Officer,13-1041.07,Regulatory Affairs Specialists,gemini,0.95
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Registered Nurse,29-1141.00,Registered Nurses,curated,
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Nurse Educator,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",curated,
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Clinical Nurse Specialist,29-1141.04,Clinical Nurse Specialists,curated,
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Public Health Nurse,29-1141.00,Registered Nurses,gemini,0.95
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Nurse Researcher,19-1042.00,"Medical Scientists, Except Epidemiologists",gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Nurse Manager,11-9111.00,Medical and Health Services Managers,curated,
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Critical Care Nurse,29-1141.03,Critical Care Nurses,curated,
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Pediatric Nurse,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Geriatric Nurse,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Occupational Health Nurse,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Community Health Nurse,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Psychiatric Nurse,29-1141.02,Advanced Practice Psychiatric Nurses,gemini,0.95
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Midwife,29-9099.01,Midwives,gemini,0.95
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Infection Control Nurse,29-1141.00,Registered Nurses,gemini,0.95
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Nurse Case Manager,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Palliative Care Nurse,29-1141.00,Registered Nurses,gemini,0.9
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,Operating Room Nurse,29-1141.01,Acute Care Nurses,gemini,0.85
FACULTY OF NURSING,BACHELOR OF NURSING SCIENCE,Bachelor-of-Nursing-Science,School Health Nurse,29-1141.00,Registered Nurses,gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Community Pharmacist,29-1051.00,Pharmacists,curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Hospital Pharmacist,29-1051.00,Pharmacists,curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Clinical Pharmacist,29-1051.00,Pharmacists,curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Industrial Pharmacist,29-1051.00,Pharmacists,gemini,0.9
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Regulatory Affairs Officer,13-1041.07,Regulatory Affairs Specialists,gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Pharmaceutical Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Research Scientist,,,unmapped,0.8
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Quality Control Analyst,19-4099.01,Quality Control Analysts,curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Drug Safety Associate,13-1041.07,Regulatory Affairs Specialists,gemini,0.85
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Pharmacovigilance Officer,13-1041.07,Regulatory Affairs Specialists,gemini,0.9
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Academic Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Medical Science Liaison,29-9092.00,Genetic Counselors,curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Formulation Scientist,19-2031.00,Chemists,gemini,0.85
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Production Pharmacist,29-1051.00,Pharmacists,gemini,0.9
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Compounding Pharmacist,29-1051.00,Pharmacists,gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Public Health Pharmacist,29-1051.00,Pharmacists,gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Clinical Trials Coordinator,11-9121.01,Clinical Research Coordinators,gemini,0.95
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Healthcare Consultant,13-1111.00,Management Analysts,gemini,0.85
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Toxicologist,19-1042.00,"Medical Scientists, Except Epidemiologists",curated,
FACULTY OF PHARMACY,BACHELOR OF PHARMACY WITH HONOURS,bachelor-of-pharmacy-with-honours,Pharmacy Benefits Analyst,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Community Pharmacist,29-1051.00,Pharmacists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Hospital Pharmacist,29-1051.00,Pharmacists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Clinical Pharmacist,29-1051.00,Pharmacists,curated,
